"Disaster.Number","State","Declaration.Date","Disaster.Close.Out.Date","Title","Disaster.Type","Incident.Type","Incident.Begin.Date","Incident.End.Date","DeclYear"
1355,"OK","1/5/2001","9/30/2013","SEVERE WINTER ICE STORM","DR","Severe Ice Storm","12/25/2000","1/10/2001",2001
2351,"TX","1/5/2001","9/7/2010","TX - ALSBURY FIRE - 08/29/00","FS","Fire","8/28/2000","9/13/2000",2001
2352,"TX","1/5/2001","9/7/2010","TX - AMHURST STREET FIRE - 09/04/00","FS","Fire","9/4/2000","9/5/2000",2001
1353,"ND","12/29/2000","1/5/2005","SEVERE WINTER STORMS AND TORNADOES","DR","Tornado","11/1/2000","11/20/2000",2000
1354,"AR","12/29/2000","","SEVERE WINTER ICE STORM","DR","Severe Ice Storm","12/12/2000","1/8/2001",2000
3158,"OK","12/28/2000","7/6/2005","SEVERE WINTER AND ICE STORM","EM","Severe Ice Storm","12/25/2000","1/10/2001",2000
3159,"AR","12/28/2000","2/20/2002","SEVERE WINTER ICE STORM","EM","Severe Ice Storm","12/12/2000","1/8/2001",2000
1352,"AL","12/18/2000","8/22/2008","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","12/16/2000","12/22/2000",2000
1351,"WY","12/13/2000","9/28/2005","SEVERE WINTER STORM","DR","Severe Storm(s)","10/31/2000","11/20/2000",2000
1350,"MT","12/6/2000","10/14/2011","SEVERE WINTER STORMS","DR","Severe Storm(s)","10/31/2000","11/20/2000",2000
3157,"NY","12/4/2000","12/7/2004","SNOW","EM","Snow","11/19/2000","11/21/2000",2000
1349,"OK","11/27/2000","12/23/2008","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","10/21/2000","10/29/2000",2000
1348,"HI","11/9/2000","2/25/2011","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","10/28/2000","11/2/2000",2000
2349,"KY","11/4/2000","9/29/2003","KY - SOUTHEASTERN DISTRICT FIRE COMPLEX - 11/03/00","FS","Fire","10/30/2000","",2000
2350,"KY","11/4/2000","9/29/2003","KY - EASTERN DISTRICT FIRE COMPLEX - 11/03/00","FS","Fire","10/30/2000","",2000
2347,"TN","11/3/2000","7/29/2002","TN - COOKEVILLE FIRE COMPLEX - 11/03/00","FS","Fire","11/1/2000","",2000
2348,"TN","11/3/2000","7/29/2002","TN-GREENEVILLE FIRE COMPLEX-11/03/00","FS","Fire","10/30/2000","",2000
2346,"TN","11/2/2000","7/26/2002","TN - KNOXVILLE FIRE COMPLEX - 11/02/00","FS","Fire","10/30/2000","",2000
3156,"NJ","11/1/2000","4/8/2002","WEST NILE VIRUS","EM","Other","5/30/2000","11/1/2000",2000
1347,"AZ","10/27/2000","7/27/2010","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","10/21/2000","11/8/2000",2000
2345,"MN","10/20/2000","5/4/2005","MN - CARLOS EDGE FIRE COMPLEX - 10/19/2000","FS","Fire","10/19/2000","11/2/2000",2000
1346,"MI","10/17/2000","3/27/2014","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","9/10/2000","9/11/2000",2000
3155,"NY","10/11/2000","5/25/2004","WEST NILE VIRUS","EM","Other","5/22/2000","11/1/2000",2000
1345,"FL","10/4/2000","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","10/3/2000","10/11/2000",2000
1344,"FL","10/3/2000","5/14/2012","TROPICAL STORM HELENE ","DR","Severe Storm(s)","9/21/2000","10/4/2000",2000
2344,"TX","10/3/2000","5/25/2005","TX - QUAIL RUN FIRE - 10/03/00","FS","Fire","10/2/2000","10/3/2000",2000
1343,"OH","9/26/2000","6/21/2010","SEVERE STORMS AND TORNADO ","DR","Severe Storm(s)","9/20/2000","9/20/2000",2000
2342,"OK","9/21/2000","11/7/2002","OK-BRISTOW FIRE COMPLEX-9/18/00","FS","Fire","9/18/2000","9/25/2000",2000
2343,"OK","9/21/2000","11/8/2002","OK-OAKCLIFF FIRE COMPLEX-9/21/00","FS","Fire","9/19/2000","10/2/2000",2000
2341,"OK","9/19/2000","12/17/2002","OK-ARBUCKLE FIRE COMPLEX-9/18/00","FS","Fire","9/18/2000","10/5/2000",2000
2340,"TX","9/18/2000","5/25/2005","TX-PINE COVE FIRE-9/18/00","FS","Fire","9/17/2000","9/18/2000",2000
2339,"AL","9/17/2000","10/24/2002","AL - COUNTY LINE FIRE - 09/17/2000","FS","Fire","9/15/2000","",2000
2338,"CO","9/16/2000","9/20/2006","CO - ELDORADO FIRE","FS","Fire","9/16/2000","9/20/2000",2000
1342,"CA","9/14/2000","8/4/2010","EARTHQUAKE","DR","Earthquake","9/3/2000","9/3/2000",2000
2337,"LA","9/11/2000","10/17/2002","LA-WESTERN LOUISIANA FIRE COMPLEX-9/8/00","FS","Fire","9/8/2000","9/22/2000",2000
2336,"TX","9/10/2000","5/25/2005","TX-MILAM STREET FIRE-9/9/00","FS","Fire","9/9/2000","9/10/2000",2000
2335,"TX","9/8/2000","5/25/2005","TX-DEEP CREEK FIRE-9/8/00","FS","Fire","9/8/2000","9/13/2000",2000
2333,"TX","9/7/2000","5/25/2005","TX - MESQUITE CREEK FIRE - 09/08/00","FS","Fire","9/6/2000","9/8/2000",2000
2334,"TX","9/7/2000","5/25/2005","TX - FROST FIRE - 09/08/00","FS","Fire","9/6/2000","9/7/2000",2000
2332,"TX","9/5/2000","5/25/2005","TX - WARREN CHAPEL FIRE - 09/04/00","FS","Fire","9/4/2000","9/7/2000",2000
2331,"TX","9/5/2000","5/25/2005","TX - PEACH CREEK FIRE - 09/04/00","FS","Fire","9/4/2000","9/9/2000",2000
2330,"TX","9/5/2000","5/25/2005","TX - SHEPPARD REESE FIRE - 09/04/00","FS","Fire","9/4/2000","9/5/2000",2000
2329,"TX","9/4/2000","5/25/2005","TX - STANLEY MAINLINE FIRE - 09/04/00","FS","Fire","9/4/2000","9/8/2000",2000
2328,"TX","9/3/2000","5/25/2005","TX - MOORE BRANCH FIRE - 09/03/00","FS","Fire","9/3/2000","10/4/2000",2000
1341,"ID","9/1/2000","12/11/2003","WILDFIRES","DR","Fire","7/27/2000","9/26/2000",2000
2327,"TX","8/31/2000","5/25/2005","TX - RANGER HILL FIRE - 8/30/00","FS","Fire","8/30/2000","9/13/2000",2000
1340,"MT","8/30/2000","12/23/2008","WILDFIRES","DR","Fire","7/13/2000","9/25/2000",2000
2326,"MT","8/28/2000","6/27/2003","MT - WILLIE FIRE","FS","Fire","8/28/2000","",2000
2325,"TX","8/26/2000","5/25/2005","TX - LIVE OAK LOOP FIRE","FS","Fire","8/26/2000","8/29/2000",2000
2324,"SD","8/25/2000","11/4/2003","SD JASPER FIRE IR #3","FS","Fire","8/24/2000","",2000
2323,"WA","8/25/2000","6/30/2004","WA - MULE DRY FIRE - 2000","FS","Fire","8/23/2000","8/27/2000",2000
2322,"TX","8/23/2000","5/25/2005","TX-CHICKEN FIRE-0823-00","FS","Fire","8/23/2000","10/9/2000",2000
1339,"OH","8/21/2000","5/18/2007","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","7/29/2000","8/2/2000",2000
1338,"DC","8/17/2000","4/19/2005","SEVERE THUNDERSTORMS","DR","Severe Storm(s)","8/7/2000","8/7/2000",2000
1337,"NJ","8/17/2000","1/9/2012","SEVERE STORMS, FLOODING AND MUDSLIDES","DR","Severe Storm(s)","8/12/2000","8/21/2000",2000
2321,"MT","8/16/2000","5/7/2003","MT - SOUTH CENTRAL ZONE 4 FIRE COMPLEX","FS","Fire","8/16/2000","",2000
2320,"MT","8/14/2000","4/10/2003","MT - NORTHWESTERN ZONE 1 FIRE COMPLEX","FS","Fire","8/14/2000","",2000
2319,"SD","8/13/2000","9/9/2004","FLAGPOLE FIRE COMPLEX","FS","Fire","8/11/2000","8/20/2000",2000
2318,"MT","8/8/2000","4/9/2003","MT - CENTRAL ZONE 3C FIRE COMPLEX","FS","Fire","8/8/2000","",2000
2317,"MT","8/5/2000","4/8/2003","MT-SOUTHWESTERN ZONE TWO FIRE COMPLEX","FS","Fire","8/5/2000","",2000
2316,"NV","8/1/2000","4/1/2005","NV - ARROWCREEK FIRE","FS","Fire","8/1/2000","8/5/2000",2000
2315,"WY","7/31/2000","5/26/2010","WY - DEAD HORSE FIRE","FS","Fire","7/30/2000","8/3/2000",2000
1336,"VT","7/27/2000","6/30/2008","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","7/14/2000","7/18/2000",2000
2314,"MT","7/24/2000","6/20/2003","MT - CENTRAL ZONE 3B FIRE COMPLEX","FS","Fire","7/24/2000","",2000
2313,"WA","7/22/2000","6/30/2004","WA-WILDFIRE-07-24-2000","FS","Fire","7/22/2000","",2000
1335,"NY","7/21/2000","7/22/2010","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","5/3/2000","8/12/2000",2000
2312,"NV","6/30/2000","5/29/2001","RENO FIRE COMPLEX","FS","Fire","6/28/2000","6/30/2000",2000
1334,"ND","6/27/2000","8/10/2010","SEVERE STORMS, FLOODING AND GROUND SATURATION","DR","Severe Storm(s)","4/5/2000","8/12/2000",2000
1333,"MN","6/27/2000","4/25/2012","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","5/17/2000","7/26/2000",2000
1332,"WI","6/24/2000","4/27/2011","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","5/26/2000","7/19/2000",2000
2310,"NM","6/15/2000","7/18/2002","NM-LA CUEVA FIRE","FS","Fire","6/15/2000","6/21/2000",2000
2309,"CO","6/12/2000","8/16/2006","HIGH MEADOWS FIRE ","FS","Fire","6/12/2000","6/25/2000",2000
1331,"TN","6/12/2000","9/14/2010","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","5/23/2000","5/31/2000",2000
2308,"CO","6/12/2000","5/31/2006","BOBCAT GULCH FIRE ","FS","Fire","6/12/2000","6/24/2000",2000
2307,"FL","6/9/2000","9/16/2003","FL, PERRY FIRE COMPLEX","FS","Fire","6/9/2000","",2000
2306,"FL","6/5/2000","9/16/2003","FL, SUWANNEE FIRE COMPLEX","FS","Fire","6/5/2000","",2000
2305,"FL","6/2/2000","5/16/2004","FL, JACKSONVILLE FIRE COMPLEX","FS","Fire","6/2/2000","",2000
2304,"NM","5/30/2000","7/17/2002","VIVEACH FIRE","FS","Fire","5/29/2000","7/31/2000",2000
2303,"FL","5/29/2000","9/15/2003","FL, WACCASASSA FIRE COMPLEX","FS","Fire","5/29/2000","",2000
2302,"FL","5/28/2000","5/16/2004","FL, BUNNELL FIRE COMPLEX","FS","Fire","5/28/2000","",2000
2301,"FL","5/28/2000","9/15/2003","FL, ORLANDO DISTRICT FIRE COMPLEX","FS","Fire","5/28/2000","",2000
2300,"FL","5/20/2000","5/16/2004","LAKELAND DISTRICT FIRE","FS","Fire","5/22/2000","",2000
2299,"FL","5/19/2000","6/6/2007","WITHLACOOCHEE FIRE COMPLEX","FS","Fire","5/19/2000","",2000
1330,"SD","5/19/2000","8/16/2005","SEVERE WINTER STORM, FLOODING, LANDSLIDES AND MUDSLIDES","DR","Severe Storm(s)","4/18/2000","4/20/2000",2000
2298,"FL","5/16/2000","6/5/2007","FLOWERS-MYAKKA FIRE COMPLEX","FS","Fire","5/15/2000","",2000
2297,"NM","5/14/2000","7/16/2002","SCOTT ABLE FIRE","FS","Fire","5/11/2000","6/19/2000",2000
1329,"NM","5/13/2000","4/30/2013","SEVERE FOREST FIRE","DR","Fire","5/5/2000","6/9/2000",2000
1328,"MO","5/12/2000","6/27/2006","SEVERE THUNDERSTORMS AND FLASH FLOODING","DR","Flood","5/6/2000","5/7/2000",2000
3154,"NM","5/10/2000","3/25/2008","SEVERE FIRE THREATS","EM","Fire","5/5/2000","7/7/2000",2000
2296,"NM","5/8/2000","7/16/2002","CREE FIRE","FS","Fire","5/7/2000","6/30/2000",2000
1327,"KS","5/3/2000","12/23/2008","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","4/19/2000","4/20/2000",2000
1326,"ME","4/28/2000","3/23/2007","SEVERE STORMS, FLOODING, AND ICE JAMS","DR","Severe Storm(s)","3/28/2000","4/26/2000",2000
2295,"NM","4/20/2000","7/15/2002","RIO GRANDE FIRE COMPLEX","FS","Fire","4/18/2000","4/30/2000",2000
2294,"FL","4/11/2000","6/6/2006","FL - MERRITT FIRE","FS","Fire","4/11/2000","",2000
1324,"MD","4/10/2000","5/26/2010","SEVERE WINTER STORM","DR","Severe Storm(s)","1/25/2000","1/30/2000",2000
1325,"DC","4/10/2000","6/7/2010","SEVERE WINTER STORM","DR","Severe Storm(s)","1/25/2000","1/31/2000",2000
1323,"TX","4/7/2000","8/12/2010","SEVERE STORMS, TORNADOES AND FLOODING","DR","Tornado","3/28/2000","3/29/2000",2000
2293,"HI","3/20/2000","11/13/2007","HAWAII COUNTY FIRE COMPLEX","FS","Fire","3/20/2000","3/23/2000",2000
1322,"AL","3/17/2000","5/29/2007","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","3/10/2000","3/11/2000",2000
2292,"MO","3/9/2000","12/4/2003","CAMDEN FIRE COMPLEX","FS","Fire","3/7/2000","3/11/2000",2000
1321,"OH","3/7/2000","3/26/2007","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","2/18/2000","3/2/2000",2000
2311,"WA","2/29/2000","2/21/2002","TWO FORK FIRE","FS","Fire","6/28/2000","",2000
1320,"KY","2/28/2000","9/23/2010","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","2/18/2000","3/2/2000",2000
1319,"WV","2/28/2000","6/8/2010","FLOODING, SEVERE STORMS, AND LANDSLIDES","DR","Flood","2/18/2000","2/22/2000",2000
1318,"VA","2/28/2000","6/2/2010","SEVERE WINTER STORMS","DR","Severe Storm(s)","1/25/2000","1/30/2000",2000
1317,"AL","2/18/2000","9/30/2010","SEVERE WINTER STORMS","DR","Severe Storm(s)","1/22/2000","1/29/2000",2000
1316,"AK","2/17/2000","4/26/2010","SEVERE WINTER STORMS AND AVALANCHES","DR","Severe Storm(s)","12/21/1999","2/23/2000",2000
1314,"LA","2/15/2000","12/19/2002","SEVERE WINTER STORM ","DR","Snow","1/27/2000","1/30/2000",2000
1315,"GA","2/15/2000","","SEVERE STORMS/TORNADOS ","DR","Severe Storm(s)","2/14/2000","2/14/2000",2000
1313,"SC","1/31/2000","8/25/2010","SEVERE WINTER STORM","DR","Severe Storm(s)","1/22/2000","2/1/2000",2000
1312,"NC","1/31/2000","6/28/2012","SEVERE WINTER STORM","DR","Severe Storm(s)","1/24/2000","2/1/2000",2000
1311,"GA","1/28/2000","","SEVERE WINTER STORM","DR","Severe Storm(s)","1/22/2000","2/1/2000",2000
2356,"NV","1/13/2000","10/23/2002","NV - SPRING CREEK FIRE - 1999","FS","Fire","8/6/1999","8/6/1999",2000
1310,"KY","1/10/2000","5/10/2012","TORNADOES, SEVERE STORMS, TORRENTIAL RAINS, AND FLASH FLOODING","DR","Tornado","1/3/2000","1/4/2000",2000
2291,"TX","1/5/2000","11/15/2000","BOB'S TRAIL FIRE","FS","Fire","1/5/2000","1/5/2000",2000
2290,"TX","1/4/2000","11/15/2000","PURGATORY FIRE","FS","Fire","1/4/2000","1/4/2000",2000
2289,"TX","1/3/2000","11/15/2000","SADDLEBACK FIRE","FS","Fire","1/3/2000","1/3/2000",2000
3153,"MA","12/6/1999","5/16/2003","WAREHOUSE FIRE.","EM","Fire","12/3/1999","12/13/1999",1999
1309,"VI","11/23/1999","4/20/2011","HURRICANE LENNY MAJOR DECLARATION","DR","Hurricane","11/17/1999","11/20/1999",1999
2287,"TX","11/22/1999","7/5/2002","JORDAN CREEK FIRE","FS","Fire","11/22/1999","11/22/1999",1999
2288,"KY","11/20/1999","9/26/2002","KY,  WILDFIRES #001","FS","Fire","11/16/1999","",1999
1308,"ME","11/18/1999","3/24/2006","HURRICANE FLOYD MAJOR DISASTER DECLARATIONS","DR","Hurricane","9/16/1999","9/19/1999",1999
3151,"PR","11/17/1999","6/20/2002","HURRICANE LENNY","EM","Hurricane","11/17/1999","11/20/1999",1999
3152,"VI","11/17/1999","2/27/2003","HURRICANE LENNY","EM","Hurricane","11/17/1999","11/20/1999",1999
1307,"VT","11/10/1999","6/30/2008","TROPICAL STORM FLOYD","DR","Severe Storm(s)","9/16/1999","9/21/1999",1999
2286,"TX","10/26/1999","7/5/2002","BLUESTEM FIRE","FS","Fire","10/26/1999","10/26/1999",1999
1306,"FL","10/20/1999","","FL-HURRICANE IRENE-DR-REQ","DR","Hurricane","10/14/1999","10/24/1999",1999
1305,"NH","10/18/1999","4/25/2006","TROPICAL STORM FLOYD ","DR","Hurricane","9/16/1999","9/18/1999",1999
1304,"AZ","10/15/1999","2/6/2009","SEVERE STORMS, FLOODING, HIGH WINDS","DR","Severe Storm(s)","9/14/1999","9/23/1999",1999
3150,"FL","10/15/1999","4/26/2010","TROPICAL STORM IRENE - FLORIDA","EM","Hurricane","10/14/1999","10/19/1999",1999
1303,"MD","9/24/1999","12/29/2008","HURRICANE FLOYD MAJOR DISASTER DECLARATIONS","DR","Hurricane","9/16/1999","9/20/1999",1999
2283,"AL","9/24/1999","10/31/2002","AL - MARTIN SCHOOL FIRE - 09/18/1999","FS","Fire","9/16/1998","",1999
1302,"CT","9/23/1999","4/30/2008","HURRICANE FLOYD ","DR","Hurricane","9/16/1999","9/21/1999",1999
1298,"PA","9/22/1999","8/25/2005","TROPICAL DEPRESSION DENNIS PA","DR","Flood","9/6/1999","9/7/1999",1999
1300,"FL","9/22/1999","5/9/2012","HURRICANE FLOYD MAJOR DISASTER DECLARATIONS","DR","Hurricane","9/13/1999","9/25/1999",1999
1301,"NM","9/22/1999","6/22/2012","SEVERE ICE STORMS, FLOODING AND HEAVY RAINS","DR","Severe Storm(s)","7/16/1999","8/7/1999",1999
1299,"SC","9/21/1999","7/22/2009","HURRICANE FLOYD MAJOR DISASTER DECLARATIONS","DR","Hurricane","9/14/1999","9/30/1999",1999
1297,"DE","9/21/1999","12/23/2008","HURRICANE FLOYD MAJOR DISASTER DECLARATIONS","DR","Hurricane","9/15/1999","9/17/1999",1999
1296,"NY","9/19/1999","6/25/2010","HURRICANE FLOYD MAJOR DISASTER DECLARATIONS","DR","Hurricane","9/16/1999","9/18/1999",1999
2282,"TX","9/19/1999","7/8/2002","WILLIAMS RANCH FIRE","FS","Fire","9/19/1999","9/28/1999",1999
1294,"PA","9/18/1999","4/23/2010","HURRICANE FLOYD MAJOR DISASTER DECLARATIONS","DR","Hurricane","9/16/1999","9/29/1999",1999
2276,"AL","9/18/1999","10/24/2002","AL - JACKSON FARMS FIRE - 09/18/99","FS","Fire","9/15/1999","",1999
2277,"AL","9/18/1999","10/24/2002","AL - RUSSELLVILLE FIRE - 09/18/99","FS","Fire","9/10/1999","",1999
2278,"AL","9/18/1999","10/24/2002","AL - CHELSEA FIRE - 09/18/99","FS","Fire","9/17/1999","",1999
2279,"AL","9/18/1999","10/25/2002","AL - FAYETTE FIRE - 09/18/99","FS","Fire","9/17/1999","",1999
2280,"AL","9/18/1999","10/25/2002","AL - MACINTOSH FIRE - 09/18/99","FS","Fire","9/17/1999","",1999
2281,"AL","9/18/1999","10/25/2002","AL - LOOKOUT MOUNTAIN FIRE - 09/18/99","FS","Fire","9/15/1999","",1999
1295,"NJ","9/18/1999","6/19/2012","HURRICANE FLOYD MAJOR DISASTER DECLARATIONS","DR","Hurricane","9/16/1999","9/18/1999",1999
1293,"VA","9/18/1999","3/29/2007","HURRICANE FLOYD MAJOR DISASTER DECLARATIONS","DR","Hurricane","9/13/1999","9/26/1999",1999
3149,"NY","9/18/1999","3/21/2001","HURRICANE FLOYD EMERGENCY DECLARATIONS","EM","Hurricane","9/16/1999","9/18/1999",1999
3148,"NJ","9/17/1999","5/24/2010","HURRICANE FLOYD EMERGENCY DECLARATIONS","EM","Hurricane","9/16/1999","9/18/1999",1999
2275,"TX","9/16/1999","7/3/2002","BEAVER CREEK FIRE","FS","Fire","9/16/1999","9/18/1999",1999
1292,"NC","9/16/1999","5/7/2014","HURRICANE FLOYD MAJOR DISASTER DECLARATIONS","DR","Hurricane","9/15/1999","11/2/1999",1999
3147,"VA","9/16/1999","5/5/2005","HURRICANE FLOYD EMERGENCY DECLARATIONS","EM","Hurricane","9/13/1999","9/26/1999",1999
3145,"SC","9/15/1999","10/2/2003","HURRICANE FLOYD EMERGENCY DECLARATIONS","EM","Hurricane","9/14/1999","9/25/1999",1999
3146,"NC","9/15/1999","5/9/2003","HURRICANE FLOYD EMERGENCY DECLARATIONS","EM","Hurricane","9/15/1999","10/4/1999",1999
3143,"FL","9/14/1999","5/15/2012","HURRICANE FLOYD EMERGENCY DECLARATIONS","EM","Hurricane","9/14/1999","9/16/1999",1999
3144,"GA","9/14/1999","","HURRICANE FLOYD EMERGENCY DECLARATIONS","EM","Hurricane","9/14/1999","9/17/1999",1999
1291,"NC","9/9/1999","7/20/2006","HURRICANE DENNIS ","DR","Hurricane","8/29/1999","9/11/1999",1999
1290,"VA","9/6/1999","5/20/2005","VIRGINIA TROPICAL STORM DENNIS 08/27/99","DR","Hurricane","8/27/1999","9/13/1999",1999
3142,"TX","9/1/1999","7/9/2002","EXTREME FIRE HAZARDS","EM","Fire","8/1/1999","12/10/1999",1999
3140,"CA","9/1/1999","12/13/2010","CA-WILDFIRES-08/25/1999","EM","Fire","8/24/1999","11/29/1999",1999
3141,"NC","9/1/1999","2/24/2004","HURRICANE DENNIS","EM","Hurricane","8/29/1999","9/11/1999",1999
1289,"PA","9/1/1999","4/27/2004","PA - FLOODING 8/20/99","DR","Severe Storm(s)","8/20/1999","8/21/1999",1999
2274,"TX","8/31/1999","7/2/2002","DALBY SPRINGS FIRE","FS","Fire","8/31/1999","9/1/1999",1999
2273,"TX","8/31/1999","7/9/2002","MIDLOTHIAN FIRE","FS","Fire","8/31/1999","8/31/1999",1999
2284,"TX","8/31/1999","7/12/2002","TX-ALCOA FIRE","FS","Fire","7/7/1998","7/12/1998",1999
2285,"TX","8/31/1999","7/12/2002","TX-GREENVILLE FIRE","FS","Fire","7/27/1998","8/1/1998",1999
2272,"TX","8/26/1999","6/21/2002","TOPEKA FIRE","FS","Fire","8/26/1999","8/29/1999",1999
1288,"MN","8/26/1999","4/29/2014","SEVERE ICE STORM AND FLOODING","DR","Severe Ice Storm","3/1/1999","5/30/1999",1999
1287,"TX","8/22/1999","8/27/2010","HURRICANE BRET ","DR","Hurricane","8/21/1999","8/26/1999",1999
2270,"TX","8/21/1999","6/21/2002","REESE CREEK FIRE","FS","Fire","8/21/1999","8/22/1999",1999
1286,"NE","8/20/1999","8/25/2005","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","8/6/1999","8/9/1999",1999
1285,"UT","8/16/1999","9/24/2004","TORNADO, SEVERE THUNDERSTORMS, AND HAIL","DR","Tornado","8/11/1999","8/11/1999",1999
1284,"WI","8/16/1999","5/13/2008","WI-FLOOD-07/20/99","DR","Flood","7/4/1999","7/31/1999",1999
2269,"NY","8/9/1999","5/26/2004","WEST POINT FIRE COMPLEX","FS","Fire","8/6/1999","8/6/1999",1999
1283,"MN","7/28/1999","4/26/2010","SEVERE STORMS, WINDS, AND FLOODING","DR","Severe Storm(s)","7/4/1999","8/2/1999",1999
2266,"MT","7/26/1999","4/9/2003","FISHEL CREEK FIRE COMPLEX","FS","Fire","7/24/1999","7/26/1999",1999
1282,"IA","7/22/1999","6/8/2010","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","7/2/1999","8/10/1999",1999
1281,"NV","7/20/1999","6/26/2007","NV - FLASH FLOODING 7/8/99","DR","Severe Storm(s)","7/8/1999","7/16/1999",1999
2265,"NV","7/3/1999","12/16/2002","MIRA LOMA FIRE","FS","Fire","7/2/1999","7/4/1999",1999
2263,"AZ","6/12/1999","1/25/2001","AZ - RAINBOW FIRE - 06/11/1999","FS","Fire","6/11/1999","6/12/1999",1999
1280,"SD","6/9/1999","12/29/2008","SEVERE STORMS, TORNADOES AND FLOODING","DR","Tornado","6/4/1999","6/18/1999",1999
1279,"ND","6/8/1999","6/24/2010","SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR","DR","Flood","3/1/1999","7/19/1999",1999
1278,"IL","5/28/1999","5/9/2007","SEVERE STORMS AND FLASH FLOODING","DR","Severe Storm(s)","5/16/1999","5/17/1999",1999
1277,"IA","5/21/1999","6/29/2006","SEVERE STORMS, FLOODING, AND TORNADOES","DR","Severe Storm(s)","5/16/1999","5/29/1999",1999
1276,"CO","5/17/1999","3/27/2006","CO-FLOODING 4/30/99","DR","Severe Storm(s)","4/29/1999","5/19/1999",1999
2262,"FL","5/14/1999","6/29/2007","JACKSONVILLE DISTRICT FIRE","FS","Fire","5/14/1999","",1999
1275,"TN","5/12/1999","8/24/2010","SEVERE STORMS, TORNADOES AND FLOODING","DR","Severe Storm(s)","5/5/1999","5/19/1999",1999
2261,"MI","5/6/1999","2/15/2002","MI - TOWER LAKE MOUNTAIN FIRE - 05/06/1999","FS","Fire","5/5/1999","5/9/1999",1999
1274,"TX","5/6/1999","8/22/2011","TX, TORNADO 5/4/99","DR","Tornado","5/4/1999","5/4/1999",1999
1273,"KS","5/4/1999","1/11/2007","SEVERE STORMS AND TORNADOES","DR","Tornado","5/3/1999","5/6/1999",1999
1272,"OK","5/4/1999","8/27/2010","OK, TORNADOES 5/3/99","DR","Tornado","5/3/1999","5/4/1999",1999
3139,"FL","4/27/1999","4/14/2004","FL-FIRES 04/15/99","EM","Fire","4/15/1999","5/25/1999",1999
2260,"FL","4/23/1999","7/29/2002","FL-FIRES 04/13/99","FS","Fire","4/13/1999","",1999
2259,"FL","4/21/1999","7/26/2002","FL-FIRES 04/13/99","FS","Fire","4/13/1999","",1999
1270,"MO","4/20/1999","2/24/2004","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","4/3/1999","4/14/1999",1999
1271,"GA","4/20/1999","5/24/2006","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","4/15/1999","4/15/1999",1999
2258,"FL","4/20/1999","12/21/2004","FL-FIRES 04/13/99","FS","Fire","4/13/1999","",1999
2257,"FL","4/19/1999","7/26/2002","FL-FIRES 04/13/99","FS","Fire","4/13/1999","",1999
2256,"FL","4/18/1999","7/26/2002","FL-FIRES 04/13/99","FS","Fire","4/13/1999","",1999
2255,"FL","4/17/1999","7/25/2002","FL-FIRES 04/13/99","FS","Fire","4/13/1999","",1999
2252,"FL","4/15/1999","7/25/2002","FL-FIRES 04/13/99","FS","Fire","4/13/1999","",1999
2251,"FL","4/15/1999","6/5/2007","OKEECHOBEE FIRE COMPLEX","FS","Fire","4/13/1999","",1999
2253,"FL","4/15/1999","12/21/2004","FL-FIRES 04/13/99","FS","Fire","4/13/1999","",1999
2254,"FL","4/15/1999","7/26/2002","FL-FIRES 04/13/99","FS","Fire","4/13/1999","",1999
2250,"TN","4/13/1999","7/16/2001","TN - WILDFIRES 4/13/99","FS","Fire","4/13/1999","",1999
1269,"LA","4/9/1999","","SEVERE STORMS, TORNADOES AND FLOODING","DR","Severe Storm(s)","4/3/1999","4/7/1999",1999
3138,"NY","3/10/1999","9/7/2005","SNOW","EM","Snow","3/3/1999","3/6/1999",1999
2249,"TX","3/2/1999","7/9/2002","FISCHER FIRE","FS","Fire","3/3/1999","3/3/1999",1999
1268,"WY","2/17/1999","2/18/2004","WY - WINTER STORM  10/5/98","DR","Severe Ice Storm","10/5/1998","10/9/1998",1999
1267,"CA","2/9/1999","3/18/2011","CA-CITRUS CROP DAMAGE 2/2/99","DR","Freezing","12/20/1998","12/28/1998",1999
3137,"MI","1/27/1999","3/14/2003","MI - SEVERE WEATHER 1/2 /99","EM","Snow","1/2/1999","1/15/1999",1999
